Temperature_C,Pulse_BPM,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,MQ_Gas,Saliva_pH,Disease
40.12823810258289,38.9864662067035,11083.725397373219,1849.6635416756035,9581.98671277911,465.22946891646234,-118.80697847774684,-71.16578022515316,372.0395734953893,8.061950392184261,Ketosis
38.2701339824823,62.46213047967328,10868.19843861552,3490.41874485025,13541.617294511589,-183.5710243669841,941.9727020136329,-205.6775975374596,311.87419508871113,8.173062069930237,Healthy
38.15336973801678,61.85556618581079,9175.513898314744,3674.906555341184,14966.398161227515,-169.0138223263749,546.1723477518126,-203.87415948550785,303.52139511406364,8.146295250595562,Healthy
38.404650456664434,62.371238012550556,12309.058331531467,252.07693909090358,8473.45644636168,-436.0772317711041,-15.813234687743488,-149.73668104279744,259.32238168297044,8.27899817837596,Healthy
38.36650396586261,68.26831401372166,3549.05360135338,1209.3412855312909,12306.14814350039,-311.3818782782737,457.25920679882825,239.23505098725227,305.6206127444079,8.437349042244364,Healthy
38.02150544346228,62.39395581651881,13661.655131720045,3109.4799754474207,5274.839580137973,0.5381943294453375,55.89515738378191,-47.02655744418951,292.25383204583056,8.51709785350522,Healthy
38.55970692298338,80.69387652517266,13060.621524344357,1797.2946349883632,4944.649063863202,187.00849733792057,1122.4134371294867,-137.87051929214542,374.4385872194288,8.135346553159122,Healthy
38.419146895211476,65.93633962793535,10308.622248780393,1079.7899379298312,6257.539451799031,-87.7626043484401,500.51639064588585,23.641303340688893,285.7066315172787,8.233590538176678,Healthy
38.17282507485357,67.40195988408364,7758.93340806185,4284.908624607946,11944.26661789486,-131.29750737005358,630.5989783977286,-116.95289098341067,338.61420800972684,8.363670342881566,Healthy
38.571408173510456,57.72759767800075,9655.075030102902,3592.313411611658,8552.067319450232,-366.7672196673143,1210.0345797022624,-150.07352706196497,330.13015246479347,8.67427309306648,Healthy
38.1658701772346,64.41579942645228,14012.904503813435,2504.4692830171666,12524.247636620292,-257.6109940557256,576.7063844591661,89.12522971527088,366.75401535890387,8.016612778982662,Healthy
38.88785641147669,97.4864662067035,1629.0792634076151,2875.701531858963,10731.472580716236,-376.67324708503656,1333.6705486286155,86.24820032698761,343.84903765076547,8.262289232554217,Ketosis
38.334354374028656,59.275819832703625,13359.068736523084,1731.1596698223968,7165.943200064059,-50.330150385359275,1229.6164697862118,-67.36035350000154,272.98283621709834,8.258154461436886,Healthy
38.28288254756851,62.66027355501015,10596.278757677948,373.07899169004213,9783.761720008528,6.115944436837507,-200.2387829291324,-195.62847475780342,316.2609784227155,8.54988399862835,Healthy
38.28483516466154,64.03870659474347,8463.266063591029,1559.53006010321,12003.154782053109,-173.0339507031911,864.6243852186531,-31.608585423845287,308.1440464622175,8.509574834762894,Healthy
38.351971891956026,64.88964505221,12531.002698234286,2021.6731850642059,15134.2147365385,-94.70163568259557,190.94532354201294,81.34474985670377,327.9477302926189,8.199726366108651,Healthy
38.386422968757614,64.66460936048603,4489.222783676732,-16.933856888724677,3845.0030990870464,185.71587122767903,-92.8790456414954,-109.02592695971234,326.0092476105305,8.376600430511415,Healthy
